Player,club_name,Nation,Pos,Age,MP,Gls,Ast
Jordan Smith,Nott'ham Forest,ENG,GK,28.0,0,0,0
Dale Taylor,Nott'ham Forest,NIR,FW,19.0,0,0,0
Lyle Taylor,Nott'ham Forest,MSR,FW,32.0,0,0,0
Danny Ward,Leicester City,WAL,GK,29.0,21,0,0
Timothy Castagne,Leicester City,BEL,DF,27.0,20,1,2
Youri Tielemans,Leicester City,BEL,MF,25.0,21,3,1
Harvey Barnes,Leicester City,ENG,"MF,FW",25.0,19,7,1
Kiernan Dewsbury-Hall,Leicester City,ENG,MF,24.0,19,2,2
Daniel Amartey,Leicester City,GHA,DF,28.0,17,0,0
Wout Faes,Leicester City,BEL,DF,24.0,15,0,0
James Justin,Leicester City,ENG,DF,24.0,14,0,0
James Maddison,Leicester City,ENG,"MF,FW",26.0,15,8,4
Boubakary Soumaré,Leicester City,FRA,MF,23.0,14,0,0
Jamie Vardy,Leicester City,ENG,FW,36.0,21,1,4
Wilfred Ndidi,Leicester City,NGA,"MF,DF",26.0,14,0,0
Jonny Evans,Leicester City,NIR,DF,35.0,9,0,0
Patson Daka,Leicester City,ZAM,FW,24.0,17,3,3
Luke Thomas,Leicester City,ENG,DF,21.0,10,0,0
Dennis Praet,Leicester City,BEL,MF,28.0,11,1,0
Ayoze Pérez,Leicester City,ESP,"MF,FW",29.0,8,0,1
Kelechi Iheanacho,Leicester City,NGA,"FW,MF",26.0,15,2,3
Nampalys Mendy,Leicester City,SEN,MF,30.0,10,0,0
Wesley Fofana,Leicester City,FRA,DF,22.0,2,0,0
Marc Albrighton,Leicester City,ENG,"FW,MF",33.0,6,1,0
Harry Souttar,Leicester City,AUS,DF,24.0,1,0,0
Tetê,Leicester City,BRA,FW,22.0,1,1,0
Victor Bernth Kristiansen,Leicester City,DEN,DF,20.0,1,0,0
Çağlar Söyüncü,Leicester City,TUR,DF,26.0,2,0,0
Lewis Brunt,Leicester City,ENG,DF,22.0,1,0,0
Sammy Braybroke,Leicester City,MEX,MF,,0,0,0
Samuel Braybrooke,Leicester City,ENG,MF,18.0,0,0,0
Daniel Iversen,Leicester City,DEN,GK,25.0,0,0,0
Wanya Marcal-Madivadua,Leicester City,ENG,MF,20.0,0,0,0
Kasey McAteer,Leicester City,ENG,MF,21.0,0,0,0
Jannik Vestergaard,Leicester City,DEN,DF,30.0,0,0,0
Joe Wormleighton,Leicester City,ENG,MF,19.0,0,0,0
Max Kilman,Wolves,ENG,DF,25.0,21,0,0
José Sá,Wolves,POR,GK,30.0,21,0,0
Rúben Neves,Wolves,POR,MF,25.0,20,5,0
Nathan Collins,Wolves,IRL,DF,21.0,17,0,0
Matheus Nunes,Wolves,POR,MF,24.0,18,0,1
Daniel Podence,Wolves,POR,"FW,MF",27.0,21,5,0
João Moutinho,Wolves,POR,MF,36.0,19,0,2
Nélson Semedo,Wolves,POR,DF,29.0,19,0,1
Jonny Castro,Wolves,ESP,DF,28.0,14,0,0
Hugo Bueno,Wolves,ESP,DF,20.0,11,0,1
Hwang Hee-chan,Wolves,KOR,FW,27.0,17,0,1
Rayan Aït Nouri,Wolves,FRA,DF,21.0,16,1,0
Gonçalo Guedes,Wolves,POR,"FW,MF",26.0,13,1,1
Diego Costa,Wolves,ESP,FW,34.0,9,0,0
Pedro Neto,Wolves,POR,"FW,MF",22.0,8,0,0
Adama Traoré,Wolves,ESP,"FW,MF",27.0,18,1,1
Boubacar Traoré,Wolves,MLI,MF,21.0,8,0,1
Raúl Jiménez,Wolves,MEX,FW,31.0,7,0,0
Toti Gomes,Wolves,POR,DF,24.0,7,0,0
Leander Dendoncker,Wolves,BEL,MF,27.0,4,0,0
Matheus Cunha,Wolves,BRA,FW,23.0,4,0,0
Morgan Gibbs-White,Wolves,ENG,"FW,MF",23.0,2,0,0
Mario Lemina,Wolves,GAB,MF,29.0,3,0,0
Joseph Hodge,Wolves,IRL,MF,20.0,5,0,0
Pablo Sarabia,Wolves,ESP,FW,30.0,2,0,0
Craig Dawson,Wolves,ENG,DF,32.0,1,1,0
Sasa Kalajdzic,Wolves,AUT,FW,25.0,1,0,0
Chem Campbell,Wolves,WAL,"FW,MF",20.0,5,0,0
Dexter Lembikisa,Wolves,JAM,DF,19.0,1,0,0
Connor Ronan,Wolves,IRL,MF,24.0,1,0,0
Daniel Bentley,Wolves,ENG,GK,29.0,0,0,0
Willy Boly,Wolves,CIV,DF,32.0,0,0,0
Conor Coady,Wolves,ENG,"DF,MF",29.0,0,0,0
Luke Cundle,Wolves,ENG,MF,20.0,0,0,0
Nathan Fraser,Wolves,IRL,FW,17.0,0,0,0
Harvey Griffiths,Wolves,ENG,MF,19.0,0,0,0
Yerson Mosquera,Wolves,COL,DF,21.0,0,0,0
Matija Šarkić,Wolves,MNE,GK,25.0,0,0,0
Declan Rice,West Ham,ENG,MF,24.0,21,1,1
Jarrod Bowen,West Ham,ENG,"FW,MF",26.0,21,4,0
Łukasz Fabiański,West Ham,POL,GK,37.0,21,0,0
Tomáš Souček,West Ham,CZE,MF,27.0,21,1,1
Aaron Cresswell,West Ham,ENG,DF,33.0,18,0,0
Thilo Kehrer,West Ham,GER,DF,26.0,16,0,0
Kurt Zouma,West Ham,FRA,DF,28.0,15,1,0
Vladimír Coufal,West Ham,CZE,DF,30.0,15,0,0
Lucas Paquetá,West Ham,BRA,MF,25.0,14,2,2
Saïd Benrahma,West Ham,ALG,"FW,MF",27.0,19,3,1
Pablo Fornals,West Ham,ESP,"FW,MF",26.0,18,1,0
Gianluca Scamacca,West Ham,ITA,FW,24.0,16,3,0
Michail Antonio,West Ham,JAM,FW,32.0,20,2,2
Craig Dawson,West Ham,ENG,DF,32.0,8,0,0
Ben Johnson,West Ham,ENG,DF,23.0,9,0,0
Emerson Palmieri,West Ham,ITA,"DF,MF",28.0,10,0,0
Nayef Aguerd,West Ham,MAR,DF,26.0,5,0,0
Angelo Ogbonna,West Ham,ITA,DF,34.0,6,0,0
Flynn Downes,West Ham,ENG,MF,24.0,9,0,0
Manuel Lanzini,West Ham,ARG,"MF,FW",29.0,5,0,0
Maxwel Cornet,West Ham,CIV,FW,26.0,5,0,0
Alphonse Areola,West Ham,FRA,GK,29.0,2,0,0
Danny Ings,West Ham,ENG,FW,30.0,2,0,0
Divin Mubama,West Ham,ENG,FW,18.0,1,0,0
Conor Coventry,West Ham,IRL,"MF,FW",22.0,1,0,0
Joseph Anang,West Ham,ENG,GK,22.0,0,0,0
Harrison Ashby,West Ham,SCO,DF,21.0,0,0,0
Krisztián Hegyi,West Ham,HUN,GK,20.0,0,0,0
Armstrong Okoflex,West Ham,IRL,MF,20.0,0,0,0
Darren Randolph,West Ham,IRL,GK,35.0,0,0,0
Nikola Vlašić,West Ham,CRO,"FW,MF",25.0,0,0,0
Illan Meslier,Leeds United,FRA,GK,22.0,20,0,0
Robin Koch,Leeds United,GER,DF,26.0,19,0,0
Pascal Struijk,Leeds United,NED,DF,23.0,19,2,1
Brenden Aaronson,Leeds United,USA,"MF,FW",22.0,19,1,2
Marc Roca,Leeds United,ESP,MF,26.0,20,1,1
Tyler Adams,Leeds United,USA,MF,23.0,18,0,0
Rodrigo,Leeds United,ESP,"FW,MF",31.0,18,10,1
Jack Harrison,Leeds United,ENG,"FW,MF",26.0,18,1,4
Rasmus Nissen,Leeds United,DEN,DF,25.0,14,0,1
Liam Cooper,Leeds United,SCO,DF,31.0,13,1,0
Diego Llorente,Leeds United,ESP,DF,29.0,8,0,0
Degnand Gnonto,Leeds United,ITA,"FW,MF",19.0,9,1,1
Luis Sinisterra,Leeds United,COL,FW,23.0,11,2,0
Luke Ayling,Leeds United,ENG,DF,31.0,13,0,1
Crysencio Summerville,Leeds United,NED,FW,21.0,13,4,1
Patrick Bamford,Leeds United,ENG,FW,29.0,13,1,1
Sam Greenwood,Leeds United,ENG,"MF,FW",21.0,11,1,2
Maximilian Wöber,Leeds United,AUT,DF,25.0,3,0,0
Daniel James,Leeds United,WAL,FW,25.0,4,0,0
Adam Forshaw,Leeds United,ENG,MF,31.0,5,0,0
Joe Gelhardt,Leeds United,ENG,FW,20.0,15,0,2
Junior Firpo,Leeds United,ESP,DF,26.0,4,0,0
Cody Drameh,Leeds United,ENG,DF,21.0,1,0,0
Mateusz Klich,Leeds United,POL,"MF,FW",32.0,14,0,0
Weston McKennie,Leeds United,USA,MF,24.0,1,0,0
Georginio Rutter,Leeds United,FRA,FW,20.0,1,0,0
Darko Gyabi,Leeds United,ENG,FW,18.0,1,0,0
Mateo Fernández,Leeds United,ESP,MF,19.0,1,0,0
Leo Fuhr Hjelde,Leeds United,NOR,DF,19.0,0,0,0
Archie Gray,Leeds United,ENG,MF,16.0,0,0,0
Kristoffer Klaesson,Leeds United,NOR,GK,22.0,0,0,0
Sonny Perkins,Leeds United,ENG,FW,18.0,0,0,0
Joel Robles,Leeds United,ESP,GK,32.0,0,0,0
James Tarkowski,Everton,ENG,DF,30.0,21,1,0
Alex Iwobi,Everton,NGA,MF,26.0,21,1,5
Vitaliy Mykolenko,Everton,UKR,"DF,MF",23.0,21,0,0
Jordan Pickford,Everton,ENG,GK,28.0,20,0,1
Conor Coady,Everton,ENG,DF,29.0,19,1,1
Demarai Gray,Everton,ENG,"FW,MF",26.0,20,3,1
Amadou Onana,Everton,BEL,MF,21.0,19,1,1
Idrissa Gana Gueye,Everton,SEN,MF,33.0,16,0,1
Anthony Gordon,Everton,ENG,FW,21.0,16,3,0
Nathan Patterson,Everton,SCO,"DF,MF",21.0,13,0,0
Dwight McNeil,Everton,ENG,"FW,DF",23.0,19,2,2
Séamus Coleman,Everton,IRL,DF,34.0,13,0,0
Dominic Calvert-Lewin,Everton,ENG,FW,25.0,11,1,0
Neal Maupay,Everton,FRA,FW,26.0,14,1,0
Tom Davies,Everton,ENG,MF,24.0,10,0,0
Mason Holgate,Everton,ENG,DF,26.0,4,0,0
Abdoulaye Doucouré,Everton,MLI,MF,30.0,11,0,0
Yerry Mina,Everton,COL,DF,28.0,3,1,0
Ben Godfrey,Everton,ENG,DF,25.0,4,0,0
Salomón Rondón,Everton,VEN,FW,33.0,7,0,0
Asmir Begović,Everton,BIH,GK,35.0,1,0,0
James Garner,Everton,ENG,MF,21.0,6,0,0
Dele Alli,Everton,ENG,MF,26.0,2,0,0
Isaac Price,Everton,NIR,MF,19.0,1,0,0
Rúben Vinagre,Everton,POR,"DF,MF",23.0,2,0,0
Thomas Cannon,Everton,IRL,FW,20.0,2,0,0
Michael Keane,Everton,ENG,DF,30.0,1,0,0
Ellis Simms,Everton,ENG,FW,22.0,2,0,0
Kyle Alex John,Everton,ENG,DF,21.0,0,0,0
Allan,Everton,BRA,"DF,MF",32.0,0,0,0
Jean-Philippe Gbamin,Everton,CIV,"DF,MF",27.0,0,0,0
André Gomes,Everton,POR,MF,29.0,0,0,0
Eldin Jakupović,Everton,SUI,GK,38.0,0,0,0
Stanley Mills,Everton,ENG,MF,19.0,0,0,0
Lewis Warrington,Everton,ENG,MF,20.0,0,0,0
Reece Welch,Everton,ENG,DF,19.0,0,0,0
Jefferson Lerma,Bournemouth,COL,"MF,DF",28.0,21,2,0
Adam Smith,Bournemouth,ENG,DF,31.0,20,0,1
Philip Billing,Bournemouth,DEN,"MF,FW",26.0,20,4,1
Chris Mepham,Bournemouth,WAL,DF,25.0,17,0,0
Lewis Cook,Bournemouth,ENG,MF,26.0,19,0,2
Marcos Senesi,Bournemouth,ARG,DF,25.0,17,0,0
Dominic Solanke,Bournemouth,ENG,"FW,MF",25.0,16,3,3
Marcus Tavernier,Bournemouth,ENG,"MF,FW",23.0,15,2,4
Jordan Zemura,Bournemouth,ZIM,DF,23.0,15,0,1
Kieffer Moore,Bournemouth,WAL,FW,30.0,20,4,0
Ryan Christie,Bournemouth,SCO,"MF,FW",27.0,19,1,0
Neto,Bournemouth,BRA,GK,33.0,11,0,0
Mark Travers,Bournemouth,IRL,GK,23.0,11,0,0
Lloyd Kelly,Bournemouth,ENG,DF,24.0,10,0,2
Jaidon Anthony,Bournemouth,ENG,"MF,FW",23.0,16,3,0
Ryan Fredericks,Bournemouth,ENG,DF,30.0,8,0,0
Jack Stacey,Bournemouth,ENG,DF,26.0,9,0,0
Ben Pearson,Bournemouth,ENG,MF,28.0,7,0,0
Jack Stephens,Bournemouth,ENG,DF,29.0,4,0,0
Dango Ouattara,Bournemouth,BFA,MF,20.0,2,0,1
Joe Rothwell,Bournemouth,ENG,"MF,DF",28.0,7,0,0
Antoine Semenyo,Bournemouth,GHA,FW,23.0,1,0,0
Hamed Junior Traorè,Bournemouth,CIV,FW,22.0,1,0,0
Siriki Dembélé,Bournemouth,CIV,"FW,MF",26.0,6,0,0
Junior Stanislas,Bournemouth,ENG,MF,33.0,4,0,0
Jamal Lowe,Bournemouth,JAM,"MF,FW",28.0,2,0,0
Matías Viña,Bournemouth,URU,MF,25.0,1,0,0
Owen Bevan,Bournemouth,WAL,DF,19.0,1,0,0
Emiliano Marcondes,Bournemouth,DEN,MF,27.0,1,0,0
Daniel Adu-Adjei,Bournemouth,ENG,FW,17.0,0,0,0
Michael DaCosta,Bournemouth,ESP,FW,17.0,0,0,0
Will Dennis,Bournemouth,ENG,GK,22.0,0,0,0
Ben Greenwood,Bournemouth,IRL,DF,19.0,0,0,0
James Hill,Bournemouth,ENG,DF,21.0,0,0,0
Cameron Plain,Bournemouth,ENG,GK,20.0,0,0,0
Euan Pollock,Bournemouth,ENG,FW,20.0,0,0,0
Dominic Sadi,Bournemouth,ENG,MF,19.0,0,0,0
Christian Saydee,Bournemouth,LBR,FW,20.0,0,0,0
Maxwell Wellings,Bournemouth,ENG,DF,18.0,0,0,0
Gavin Bazunu,Southampton,IRL,GK,20.0,21,0,0
James Ward-Prowse,Southampton,ENG,MF,28.0,21,5,2
Mohammed Salisu,Southampton,GHA,DF,23.0,20,0,1
Che Adams,Southampton,SCO,FW,26.0,20,4,2
Mohamed Elyounoussi,Southampton,NOR,"MF,FW",28.0,20,0,1
Kyle Walker-Peters,Southampton,ENG,DF,25.0,16,1,0
Romain Perraud,Southampton,FRA,DF,25.0,19,2,2
Armel Bella Kotchap,Southampton,GER,DF,21.0,13,0,1
Adam Armstrong,Southampton,ENG,FW,25.0,20,1,1
Joe Aribo,Southampton,NGA,"MF,FW",26.0,18,2,0
Roméo Lavia,Southampton,BEL,MF,19.0,12,1,0
Ibrahima Diallo,Southampton,FRA,MF,23.0,13,0,0
Stuart Armstrong,Southampton,SCO,"MF,FW",30.0,17,1,0
Duje Ćaleta-Car,Southampton,CRO,DF,26.0,10,0,0
Lyanco,Southampton,BRA,DF,26.0,12,0,0
Moussa Djenepo,Southampton,MLI,"DF,FW",24.0,12,0,1
Ainsley Maitland-Niles,Southampton,ENG,"MF,DF",25.0,10,0,0
Samuel Edozie,Southampton,ENG,"FW,MF",20.0,14,0,0
Sekou Mara,Southampton,FRA,"FW,MF",20.0,14,0,1
Jan Bednarek,Southampton,POL,DF,26.0,3,0,0
Juan Larios,Southampton,ESP,DF,19.0,5,0,0
Theo Walcott,Southampton,ENG,"FW,MF",33.0,4,0,0
James Bree,Southampton,ENG,DF,25.0,1,0,0
Oriol Romeu,Southampton,ESP,MF,31.0,1,0,0
Yan Valery,Southampton,TUN,DF,23.0,1,0,0
Carlos Alcaraz,Southampton,ARG,MF,20.0,2,0,0
Jack Stephens,Southampton,ENG,DF,29.0,2,0,0
Paul Onuachu,Southampton,NGA,FW,28.0,1,0,0
Kamaldeen Sulemana,Southampton,GHA,MF,20.0,1,0,0
Mislav Oršić,Southampton,CRO,MF,30.0,1,0,0
Nathan Redmond,Southampton,ENG,DF,28.0,1,0,0
Willy Caballero,Southampton,ARG,GK,41.0,0,0,0
Ryan Finnigan,Southampton,ENG,MF,19.0,0,0,0
Alex McCarthy,Southampton,ENG,GK,33.0,0,0,0
Jimmy Morgan,Southampton,ENG,FW,17.0,0,0,0
Lewis Payne,Southampton,ENG,DF,18.0,0,0,0
Alex Meret,Napoli,ITA,GK,25.0,21,0,0
Giovanni Di Lorenzo,Napoli,ITA,DF,29.0,21,1,3
Kim Min-jae,Napoli,KOR,DF,26.0,20,2,0
Stanislav Lobotka,Napoli,SVK,MF,28.0,21,1,1
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,27.0,19,2,4
Victor Osimhen,Napoli,NGA,FW,24.0,17,16,3
Mário Rui,Napoli,POR,DF,31.0,17,0,6
Piotr Zieliński,Napoli,POL,MF,28.0,21,3,6
Khvicha Kvaratskhelia,Napoli,GEO,FW,21.0,17,8,9
Amir Rrahmani,Napoli,KVX,DF,28.0,14,1,0
Hirving Lozano,Napoli,MEX,FW,27.0,20,3,3
Matteo Politano,Napoli,ITA,FW,29.0,19,3,3
Juan Jesus,Napoli,BRA,DF,31.0,7,1,0
Giacomo Raspadori,Napoli,ITA,"FW,MF",22.0,14,1,0
Elif Elmas,Napoli,MKD,"FW,MF",23.0,20,5,1
Tanguy Ndombele,Napoli,FRA,MF,26.0,19,0,0
Mathías Olivera,Napoli,URU,DF,25.0,15,1,0
Leo Skiri Østigård,Napoli,NOR,DF,23.0,4,0,0
Giovanni Simeone,Napoli,ARG,FW,27.0,12,3,0
Alessio Zerbin,Napoli,ITA,FW,23.0,4,0,0
Gianluca Gaetano,Napoli,ITA,MF,22.0,3,0,1
Diego Demme,Napoli,GER,MF,31.0,3,0,0
Adam Ounas,Napoli,ALG,FW,26.0,2,0,0
Alessandro Zanoli,Napoli,ITA,DF,22.0,1,0,0
Bartosz Bereszyński,Napoli,POL,"DF,FW",30.0,0,0,0
Pierluigi Gollini,Napoli,ITA,GK,27.0,0,0,0
Hubert Idasiak,Napoli,POL,GK,21.0,0,0,0
Davide Marfella,Napoli,ITA,GK,23.0,0,0,0
Salvatore Sirigu,Napoli,ITA,GK,36.0,0,0,0
Karim Zedadka,Napoli,FRA,DF,22.0,0,0,0
Milan Škriniar,Inter,SVK,DF,27.0,20,0,0
Lautaro Martínez,Inter,ARG,FW,25.0,21,12,3
Nicolò Barella,Inter,ITA,MF,26.0,20,5,5
Hakan Çalhanoğlu,Inter,TUR,MF,29.0,20,2,5
Federico Dimarco,Inter,ITA,DF,25.0,21,3,1
Edin Džeko,Inter,BIH,FW,36.0,21,7,3
Alessandro Bastoni,Inter,ITA,DF,23.0,17,0,2
Denzel Dumfries,Inter,NED,DF,26.0,18,1,2
André Onana,Inter,CMR,GK,26.0,13,0,0
Henrikh Mkhitaryan,Inter,ARM,MF,34.0,18,1,1
Francesco Acerbi,Inter,ITA,DF,34.0,14,0,1
Stefan de Vrij,Inter,NED,DF,31.0,13,1,0
Matteo Darmian,Inter,ITA,DF,33.0,16,1,2
Samir Handanović,Inter,SVN,GK,38.0,8,0,0
Marcelo Brozović,Inter,CRO,MF,30.0,11,2,0
Joaquín Correa,Inter,ARG,FW,28.0,17,3,1
Romelu Lukaku,Inter,BEL,FW,29.0,9,1,1
Roberto Gagliardini,Inter,ITA,MF,28.0,10,0,0
Kristjan Asllani,Inter,ALB,MF,20.0,12,0,0
Robin Gosens,Inter,GER,DF,28.0,18,1,0
Danilo D'Ambrosio,Inter,ITA,DF,34.0,4,0,0
Raoul Bellanova,Inter,ITA,"DF,MF",22.0,10,0,0
Valentin Carboni,Inter,ITA,"MF,FW",17.0,2,0,0
Lucien Agoume,Inter,FRA,MF,20.0,0,0,0
Nikolaos Botis,Inter,GRE,GK,18.0,0,0,0
Gabriel Brazão,Inter,BRA,GK,22.0,0,0,0
Alex Cordaz,Inter,ITA,GK,40.0,0,0,0
Dennis Curatolo,Inter,ITA,FW,18.0,0,0,0
Alessandro Fontanarosa,Inter,ITA,DF,20.0,0,0,0
Eddie Salcedo,Inter,ITA,FW,21.0,0,0,0
Aleksandar Stanković,Inter,SRB,FW,17.0,0,0,0
Mattia Zanotti,Inter,ITA,DF,20.0,0,0,0
Rui Patrício,Roma,POR,GK,34.0,21,0,0
Bryan Cristante,Roma,ITA,MF,27.0,21,1,0
Gianluca Mancini,Roma,ITA,DF,26.0,21,0,1
Chris Smalling,Roma,ENG,DF,33.0,21,3,0
Roger Ibanez,Roma,BRA,DF,24.0,20,3,0
Lorenzo Pellegrini,Roma,ITA,MF,26.0,18,2,5
Tammy Abraham,Roma,ENG,FW,25.0,21,6,3
Paulo Dybala,Roma,ARG,"MF,FW",29.0,15,7,6
Nicola Zalewski,Roma,POL,DF,21.0,17,0,1
Nicolò Zaniolo,Roma,ITA,"MF,FW",23.0,13,1,0
Nemanja Matić,Roma,SRB,MF,34.0,21,1,1
Zeki Çelik,Roma,TUR,DF,25.0,15,0,0
Leonardo Spinazzola,Roma,ITA,DF,29.0,13,0,1
Rick Karsdorp,Roma,NED,DF,27.0,9,0,0
Mohamed Camara,Roma,GUI,MF,25.0,9,0,0
Stephan El Shaarawy,Roma,ITA,"DF,MF",30.0,15,3,0
Andrea Belotti,Roma,ITA,FW,29.0,17,0,0
Cristian Volpato,Roma,ITA,MF,19.0,5,1,1
Marash Kumbulla,Roma,ALB,DF,23.0,4,0,0
Edoardo Bove,Roma,ITA,MF,20.0,10,0,0
Benjamin Tahirovic,Roma,SWE,MF,19.0,5,0,0
Eldor Shomurodov,Roma,UZB,FW,27.0,6,0,0
Matías Viña,Roma,URU,DF,25.0,3,0,0
Georginio Wijnaldum,Roma,NED,MF,32.0,1,0,0
Ola Solbakken,Roma,NOR,FW,24.0,2,0,0
Diego Llorente,Roma,ESP,DF,29.0,1,0,0
Felix Afena-Gyan,Roma,GHA,FW,20.0,0,0,0
Pietro Boer,Roma,ITA,GK,20.0,0,0,0
Luigi Cherubini,Roma,ITA,FW,19.0,0,0,0
Giacomo Faticanti,Roma,ITA,MF,18.0,0,0,0
Dimitrios Keramitsis,Roma,GRE,DF,18.0,0,0,0
Jordan Majchrzak,Roma,POL,FW,18.0,0,0,0
Filippo Missori,Roma,ITA,DF,18.0,0,0,0
Jan Oliveras,Roma,ESP,DF,18.0,0,0,0
Mile Svilar,Roma,SRB,GK,23.0,0,0,0
Filippo Tripi,Roma,ITA,MF,21.0,0,0,0
Ivan Provedel,Lazio,ITA,GK,28.0,21,0,0
Adam Marušić,Lazio,MNE,DF,30.0,21,0,1
Alessio Romagnoli,Lazio,ITA,DF,28.0,20,1,0
Sergej Milinković-Savić,Lazio,SRB,MF,27.0,20,4,8
Felipe Anderson,Lazio,BRA,FW,29.0,21,6,2
Mattia Zaccagni,Lazio,ITA,"FW,MF",27.0,19,8,4
Danilo Cataldi,Lazio,ITA,MF,28.0,19,0,1
Manuel Lazzari,Lazio,ITA,DF,29.0,17,0,0
Nicolò Casale,Lazio,ITA,DF,24.0,14,1,1
Ciro Immobile,Lazio,ITA,FW,32.0,16,7,3
Luis Alberto,Lazio,ESP,MF,30.0,18,4,3
Pedro,Lazio,ESP,FW,35.0,19,3,2
Matías Vecino,Lazio,URU,MF,31.0,19,1,0
Patric,Lazio,ESP,DF,29.0,10,0,0
Elseid Hysaj,Lazio,ALB,DF,28.0,17,0,1
Toma Bašić,Lazio,CRO,MF,26.0,14,0,0
Marcos Antônio,Lazio,BRA,MF,22.0,11,0,0
Matteo Cancellieri,Lazio,ITA,FW,20.0,14,0,0
Luka Romero,Lazio,ARG,FW,18.0,5,1,0
Luís Maximiano,Lazio,POR,GK,24.0,1,0,0
Mario Gila,Lazio,ESP,DF,22.0,4,0,0
Ștefan Radu,Lazio,ROU,DF,36.0,0,0,0
Marius Adamonis,Lazio,LTU,GK,25.0,0,0,0
Djavan Anderson,Lazio,NED,"DF,MF",27.0,0,0,0
Marco Bertini,Lazio,ITA,MF,20.0,0,0,0
Mohamed Fares,Lazio,ALG,"DF,FW",26.0,0,0,0
Romano Floriani,Lazio,ITA,DF,20.0,0,0,0
Dimitrije Kamenović,Lazio,SRB,DF,22.0,0,0,0
Federico Magro,Lazio,ITA,GK,18.0,0,0,0
Raúl Moro,Lazio,ESP,FW,20.0,0,0,0
Luca Pellegrini,Lazio,ITA,"DF,MF",23.0,0,0,0
Teun Koopmeiners,Atalanta,NED,MF,24.0,20,6,3
Marten de Roon,Atalanta,NED,MF,31.0,19,0,1
Rafael Tolói,Atalanta,ITA,DF,32.0,16,1,1
Hans Hateboer,Atalanta,NED,DF,29.0,16,1,1
Juan Musso,Atalanta,ARG,GK,28.0,15,0,0
Ademola Lookman,Atalanta,NGA,"FW,MF",25.0,20,12,3
Giorgio Scalvini,Atalanta,ITA,"DF,MF",19.0,17,2,0
Merih Demiral,Atalanta,TUR,DF,24.0,17,1,0
Joakim Mæhle,Atalanta,DEN,"DF,MF",25.0,19,2,1
Mario Pašalić,Atalanta,CRO,"MF,FW",27.0,19,2,2
Éderson,Atalanta,BRA,"MF,FW",23.0,18,1,0
Rasmus Højlund,Atalanta,DEN,FW,20.0,17,4,1
Caleb Okoli,Atalanta,ITA,DF,21.0,13,0,0
Duván Zapata,Atalanta,COL,FW,31.0,14,1,1
Brandon Soppy,Atalanta,FRA,DF,20.0,10,0,3
Marco Sportiello,Atalanta,ITA,GK,30.0,7,0,0
Luis Muriel,Atalanta,COL,FW,31.0,13,1,2
Ruslan Malinovskyi,Atalanta,UKR,"MF,FW",29.0,15,1,2
Berat Djimsiti,Atalanta,ALB,DF,29.0,9,0,0
José Luis Palomino,Atalanta,ARG,DF,33.0,5,1,0
Matteo Ruggeri,Atalanta,ITA,"DF,MF",20.0,10,0,0
Jeremie Boga,Atalanta,CIV,"MF,FW",26.0,11,1,5
Davide Zappacosta,Atalanta,ITA,"DF,MF",30.0,5,0,1
Nadir Zortea,Atalanta,ITA,"DF,MF",23.0,9,1,0
Tommaso Bertini,Atalanta,ITA,GK,19.0,0,0,0
Francesco Rossi,Atalanta,ITA,GK,31.0,0,0,0
Lukáš Vorlický,Atalanta,CZE,FW,21.0,0,0,0
Fikayo Tomori,Milan,ENG,DF,25.0,19,1,0
Theo Hernández,Milan,FRA,DF,25.0,18,2,2
Pierre Kalulu,Milan,FRA,DF,22.0,21,1,0
Sandro Tonali,Milan,ITA,MF,22.0,18,2,4
Rafael Leão,Milan,POR,"FW,MF",23.0,20,8,5
Ismaël Bennacer,Milan,ALG,MF,25.0,19,1,1
Olivier Giroud,Milan,FRA,FW,36.0,19,6,4
Ciprian Tătărușanu,Milan,ROU,GK,36.0,14,0,1
Brahim Díaz,Milan,ESP,MF,23.0,18,4,3
Davide Calabria,Milan,ITA,DF,26.0,13,1,2
Junior Messias,Milan,BRA,"FW,DF",31.0,15,2,2
Rade Krunić,Milan,BIH,"MF,FW",29.0,10,0,1
Mike Maignan,Milan,FRA,GK,27.0,7,0,0
Alexis Saelemaekers,Milan,BEL,"FW,DF",23.0,13,0,1
Simon Kjær,Milan,DEN,DF,33.0,10,0,0
Charles De Ketelaere,Milan,BEL,"MF,FW",21.0,17,0,1
Matteo Gabbia,Milan,ITA,DF,23.0,10,0,0
Tommaso Pobega,Milan,ITA,MF,23.0,12,1,0
Divock Origi,Milan,BEL,FW,27.0,14,2,1
Ante Rebić,Milan,CRO,FW,29.0,13,3,2
Sergiño Dest,Milan,USA,DF,22.0,8,0,0
Fodé Ballo-Touré,Milan,SEN,DF,26.0,3,1,0
Malick Thiaw,Milan,GER,DF,21.0,5,0,0
Yacine Adli,Milan,FRA,"MF,FW",22.0,4,0,0
Alessandro Florenzi,Milan,ITA,DF,31.0,2,0,0
Aster Vranckx,Milan,BEL,MF,20.0,7,0,0
Marko Lazetić,Milan,SRB,FW,19.0,1,0,0
Tiemoué Bakayoko,Milan,FRA,MF,28.0,0,0,0
Andrea Bozzolan,Milan,ITA,DF,18.0,0,0,0
Andreas Jungdal,Milan,DEN,GK,20.0,0,0,0
Antonio Mirante,Milan,ITA,GK,39.0,0,0,0
Lapo Nava,Milan,ITA,GK,19.0,0,0,0
